tree,PD,ePDloss
709,41630.8638965762,6597.73579374696
710,40989.9106735343,6468.24040258589
711,41741.3747178496,6619.54080706099
712,41548.2184150989,6704.02129938028
713,41819.2463793732,6231.78940242403
714,41790.3251617669,6231.2323607126
715,41172.7295435292,6230.54658056382
716,40849.6188783911,6708.44610881359
717,28866.4576806058,3965.61522499186
718,28304.3641433038,4382.22064142872
719,28918.59947794,4184.25878736011
720,28268.5740999825,4031.24525232685
721,28098.3910777612,3936.42197874459
722,27882.4465283957,3940.30940155463
723,41488.6133374754,6533.85921221066
724,41596.0631309002,6503.47686856573
725,40370.7792261606,6301.28753958084
726,41367.2816755601,6441.17291169166
727,42983.9692872802,6245.47192216724
728,40942.7171787961,6440.21959538409
729,28398.9176693779,4170.31429554925
730,27682.6458266606,3893.11923077327
731,41551.9726533887,6263.76389254263
732,42438.5903045088,6632.27461115916
733,41050.1965188727,6224.16232780297
734,41655.8719081687,6441.59824588662
735,41379.1744854057,6399.53212256287
736,41112.6818789826,6466.33740800209
737,41086.7545359239,6194.46412082416
738,41388.8434022425,6230.70233674395
739,28654.5751447892,3896.70736246447
740,28063.2994968191,3761.9344249646
741,42746.0696725849,6791.70394750571
742,42025.4315997113,6494.8400209921
743,41751.0264020766,6316.07342592781
744,41864.7656408314,6306.76969145852
745,28367.4238686888,3957.62330528935
746,27830.219248457,4006.7858376072
747,41345.3002517792,6143.61963415251
748,41113.9025641672,6362.65760038799
749,43152.4144951605,6930.27607436076
750,41634.8295004714,6245.51110501808
751,42799.929001188,6857.57292906281
752,42173.760548708,6593.3006902166
753,41942.0916516296,6551.22130897981
754,41832.9807487817,6320.66375395508
755,28486.5927126399,4172.2749146457
756,28687.1136177576,4179.01396027949
757,41402.6076567302,6461.07569029431
758,42988.1657620033,6847.15861249001
759,28810.7249151889,4256.24737511444
760,28285.5881180427,3957.94354891039
761,27720.4596831676,4013.81309991747
762,28017.5088217723,3922.69427348181
763,28067.4784503446,3954.10043473649
764,28491.3651409637,4035.40324657062
765,42151.2472676888,6539.64444298776
766,42024.8367801824,6832.19912249081
767,42689.3216695048,6654.65735082412
768,42016.275957655,5953.03540972713
769,41771.3840294269,6532.2789618744
770,41953.5086922572,6209.16354374125
771,41769.6215107962,6384.71706825571
772,41066.183994408,6036.85798250626
773,42561.584262686,6729.14655965417
774,42297.8583266695,6701.24533026815
775,41986.0781240189,6595.61542343238
776,41467.8989778036,5969.08233361287
